index,CRASH_TIME,latitude,longitude
501,18:30,40.849311,-73.9300228
502,23:00,40.692785,-73.911805
503,6:30,40.6784252,-73.8828107
504,5:08,40.6946849,-73.9552099
505,19:50,40.8778199,-73.8680964
506,14:45,40.8635927,-73.9107281
507,4:25,40.6529258,-73.8668155
508,22:06,40.8220769,-73.8582247
509,16:17,40.8070324,-73.9377684
510,18:50,40.6749623,-73.875288
511,19:30,40.8200672,-73.9549658
512,19:05,40.6757349,-73.8978715
513,20:27,40.7073254,-73.7511682
514,21:34,40.6911526,-73.9977973
515,1:30,40.8201983,-73.9214873
516,9:15,40.750629,-73.8759431
517,15:52,40.8650589,-73.921855
518,0:05,40.7006918,-73.7668107
519,21:00,40.6775365,-73.9727063
520,1:12,40.8542987,-73.9002458
521,14:00,40.6329926,-73.8827194
522,1:07,40.6393258,-74.0235209
523,15:55,40.8679285,-73.869247
524,20:40,40.783286,-73.9447038
525,16:32,40.6698311,-73.7888237
526,6:16,40.6714894,-73.8986703
527,22:00,49.1753337,-122.8764283
528,0:40,40.7064947,-73.8969421
529,7:00,40.7515826,-73.7456813
530,15:25,40.665631,-73.7356783
531,13:47,40.6639487,-73.9399253
532,2:40,40.6430071,-73.9526234
533,23:30,40.674124,-73.8983979
534,20:00,40.8392676,-73.9037964
535,12:45,40.7584372,-73.7562476
536,4:55,40.7496629,-73.966833
537,20:43,40.6750951,-73.9750245
538,11:40,40.653354,-73.7464548
539,12:10,40.74479,-73.9758798
540,9:00,40.7134946,-73.9986369
541,4:20,40.8557859,-73.9055829
542,21:55,40.6476314,-73.9711536
543,12:53,40.8804931,-73.8859707
544,12:40,40.8267664,-73.8561514
545,11:45,40.8199534,-73.8904534
546,20:52,40.6961357,-73.7461349
547,17:38,40.6741005,-73.7275507
548,14:00,40.8702278,-73.9006158
549,18:03,40.7215263,-73.8664875
550,13:30,40.6439933,-73.8870738
551,1:15,40.8481001,-73.9309153
552,12:10,40.8870032,-73.9014848
553,19:38,40.6934168,-73.7560171
554,20:15,40.7466825,-73.900705
555,8:59,40.7911046,-73.9534369
556,14:55,40.5948831,-73.9504958
557,5:00,40.8587983,-73.8939353
558,11:12,40.7559202,-73.9944775
559,21:15,40.7518484,-73.9480641
560,16:17,40.791479,-73.7809275
561,8:35,40.6004255,-73.9849544
562,18:40,40.6961854,-73.7519735
563,20:45,40.6685172,-73.8682597
564,13:15,40.7700626,-73.9181013
565,6:05,40.8432851,-73.9119743
566,20:40,40.6600793,-73.9397414
567,9:30,40.7201936,-73.8753413
568,21:35,40.83134,-73.921663
569,0:08,40.8262795,-73.843423
570,0:00,40.6027499,-73.9639138
571,15:00,40.7573003,-73.9781055
572,13:50,40.7003368,-73.7889339
573,14:04,40.8252252,-73.8676343
574,19:30,40.6800733,-73.9713972
575,0:48,40.6449001,-73.9111542
576,22:20,40.6443243,-73.9199103
577,17:19,40.584506,-73.8129893
578,16:26,40.6576951,-73.9254144
579,12:20,40.6638608,-73.8859329
580,10:50,40.5918841,-73.991108
581,14:52,40.689791,-73.906544
582,22:27,40.6670967,-73.7867531
583,20:58,40.8209947,-73.8958907
584,7:40,40.7786042,-73.8461167
585,18:06,40.5779583,-73.9435513
586,16:16,40.6709822,-73.8843888
587,0:57,40.626584,-74.000895
588,0:35,40.8573658,-73.8818926
589,21:30,40.7002211,-73.9598729
590,22:05,40.8335039,-73.9415749
591,15:50,40.7435581,-73.9923115
592,8:00,40.7128686,-73.94013
593,23:00,40.6805257,-73.7747327
594,20:20,40.7628226,-73.8332706
595,7:00,40.6027054,-74.1841401
596,16:30,40.5786234,-73.9666721
597,19:30,40.8280968,-73.9338342
598,7:10,40.8448965,-73.9102866
599,16:38,40.7619788,-73.9253933
600,21:55,40.757749,-73.8618954
601,0:53,40.7007375,-73.9419512
602,15:08,40.6743545,-73.800684
603,13:00,40.656361,-73.9738158
604,16:24,40.6652499,-73.73956
605,0:15,40.6587332,-73.890702
606,0:00,40.7087084,-73.7476627
607,3:40,40.7738778,-73.907501
608,4:15,40.6599257,-73.8916423
609,16:30,40.6923602,-73.7624884
610,0:30,40.8789858,-73.8616449
611,14:00,40.8426863,-73.8993743
612,18:59,40.6267773,-74.0149873
613,0:00,40.685181,-73.873655
614,22:44,40.6841079,-73.9774627
615,0:33,40.6959467,-73.9845715
616,14:30,40.643152,-73.975467
617,16:05,40.7472675,-73.9896202
618,19:08,40.6869661,-73.7517576
619,16:50,40.8137003,-73.9313994
620,19:50,40.7605451,-73.9583678
621,19:00,40.846033,-73.917152
622,0:20,40.5993178,-73.9729266
623,10:34,40.677318,-73.9303309
624,17:46,40.6728951,-73.9066822
625,15:30,40.8223113,-73.9148502
626,21:59,40.7296025,-73.8248796
627,16:30,40.7037693,-73.9426162
628,3:25,40.7682403,-73.9070829
629,8:45,40.6444155,-73.9640973
630,22:40,40.8212477,-73.9099136
631,16:22,40.7242289,-73.9977901
632,15:39,40.6433233,-73.9597741
633,19:08,40.7771635,-73.9208539
634,9:00,40.8531869,-73.8896323
635,6:40,40.7586385,-73.9658285
636,17:48,40.8237169,-73.9122283
637,11:10,40.7407651,-73.9077898
638,10:18,40.7631076,-73.9625135
639,19:20,40.6938544,-73.8969071
640,20:30,40.6428537,-74.0837198
641,1:55,40.8584498,-73.8985156
642,10:22,40.8557226,-73.9104191
643,10:00,40.779798,-73.9443863
644,16:10,40.7445967,-73.8846542
645,1:30,40.6723347,-73.9017542
646,15:14,40.6744852,-73.9058136
647,19:38,40.6774742,-73.9330921
648,9:40,40.6428905,-73.9545263
649,17:10,40.7530048,-73.8326639
650,0:00,40.674602,-73.981775
651,13:30,40.6775626,-73.8036509
652,21:56,40.681842,-73.783577
653,22:30,40.804695,-73.9223967
654,7:30,40.765419,-73.9838267
655,15:20,40.6474383,-73.9791158
656,12:17,40.6788796,-73.9217456
657,18:00,40.7517748,-73.9900696
658,20:00,40.8917493,-73.8489525
659,19:10,40.8438409,-73.9165573
660,22:54,40.7138208,-73.933193
661,6:40,40.7305759,-73.891453
662,15:54,40.6923953,-73.7314507
663,0:53,40.7999961,-73.9448528
664,22:40,40.6758042,-73.8968742
665,12:30,40.6681339,-73.9226726
666,18:57,40.7585281,-73.8296148
667,10:42,40.5928521,-73.796214
668,17:30,40.6558645,-73.9101276
669,16:20,40.722974,-73.839324
670,8:12,40.7570613,-74.0010527
671,8:33,40.6665995,-73.9032007
672,22:15,40.5764846,-74.1036145
673,17:27,40.824815,-73.9135252
674,16:30,40.7779863,-73.9084759
675,20:25,40.8347179,-73.9445376
676,17:55,40.7423079,-73.912988
677,23:17,40.8431681,-73.8281094
678,8:06,40.8283164,-73.8829727
679,16:06,40.8053692,-73.9219057
680,13:50,40.7429973,-73.8661047
681,20:20,40.876167,-73.8815046
682,16:00,40.7822906,-73.9146006
683,1:15,40.7961037,-73.9670635
684,19:45,40.7910489,-73.9513629
685,23:40,40.6758042,-73.8968742
686,21:15,40.6633631,-73.8791188
687,14:40,40.8459586,-73.8845066
688,15:30,40.6920869,-73.9826185
689,14:29,40.8753166,-73.868133
690,16:00,40.6944899,-73.7814009
691,14:30,40.8502022,-73.9357339
692,8:44,40.6898206,-73.9779553
693,2:00,40.8446322,-73.8816341
694,18:00,40.5999131,-73.9466359
695,21:28,40.5144751,-74.2062669
696,11:10,40.8196731,-73.8095986
697,18:08,40.750254,-73.9420897
698,7:17,40.702783,-73.8321373
699,17:11,40.7563269,-73.7227726
700,10:40,40.6602085,-73.8967323
701,15:40,40.6719147,-73.9223192
702,0:00,40.7120834,-74.0101025
703,15:55,40.8361293,-73.9223604
704,7:30,40.8936698,-73.8606144
705,19:25,40.6970006,-73.935293
706,19:56,40.6688668,-73.9283312
707,20:30,40.7563316,-73.8607272
708,2:30,40.6754807,-73.73386
709,18:14,40.7668297,-73.9386347
710,15:15,29.3926312,-98.4483395
711,17:49,40.702788,-73.85704
712,19:24,40.632261,-73.900874
713,18:20,40.614669,-74.013289
714,9:44,40.709051,-73.9671085
715,22:40,40.6760971,-73.9043603
716,18:14,40.7371767,-73.9886409
717,15:20,40.8044148,-73.9117911
718,11:06,40.6742725,-73.7998372
719,20:50,40.686513,-73.9878631
720,15:46,40.6249421,-73.9771167
721,17:25,40.846033,-73.917152
722,10:53,40.7238403,-73.9063411
723,16:48,40.6689876,-73.804785
724,1:35,40.7452343,-74.0059515
725,18:15,40.7728628,-73.9895329
726,17:34,40.6761736,-73.7404519
727,2:16,40.7107816,-73.865017
728,16:51,40.8732825,-73.8535799
729,8:40,40.8282064,-73.8860406
730,18:50,40.6379863,-73.7411558
731,19:30,40.865449,-73.866342
732,7:45,40.8068406,-73.9275021
733,13:30,40.7366022,-73.9276371
734,21:05,40.6971618,-73.7275294
735,16:36,40.7566816,-73.7392519
736,10:20,40.6754452,-73.9779621
737,20:12,40.652951,-73.847022
738,6:52,40.7409283,-73.9333799
739,0:00,40.7048506,-73.892134
740,10:00,38.5394633,-121.4607528
741,17:19,40.6370623,-73.986419
742,18:56,40.6556908,-73.911079
743,18:30,40.7276809,-74.0031651
744,7:30,40.7067454,-74.0067871
